Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R1","100K","R_0402_1005Metric",111.010000,-71.570000,-90.000000,top
"U3","SN74LVC1G14DBV","SOT-23-5",110.070000,-75.640000,90.000000,top
